rain_1h,rain_3h,rain_24h,soil_moisture,elevation,slope,hist_count,hist_fatalities,label
0.0,0.2,29.6,0.179,285.6,8.3,0,0,0
14.2,32.8,140.0,0.463,2143.9,27.8,25,0,1
0.0,0.1,14.3,0.207,129.0,1.2,0,0,0
13.6,65.7,161.4,0.437,2714.8,54.6,12,0,1
14.0,38.1,145.1,0.496,389.9,26.7,7,2,1
20.8,42.3,90.4,0.448,2669.9,48.5,17,1,1
25.4,76.6,181.9,0.486,68.9,4.3,0,0,0
3.2,7.1,50.1,0.283,2396.5,25.5,2,0,0
7.6,14.4,56.8,0.559,1668.0,50.6,24,0,1
14.2,45.7,133.0,0.458,1610.2,26.2,5,0,1
5.7,16.9,80.0,0.469,2002.3,34.8,24,0,1
17.9,54.8,224.2,0.507,1183.2,49.7,3,0,1
17.9,49.8,238.1,0.574,437.0,35.7,24,0,1
38.6,55.0,229.7,0.55,1072.5,50.7,12,0,1
0.7,3.1,12.6,0.307,297.1,8.2,0,0,0
0.7,4.5,23.4,0.271,82.8,2.9,0,0,0
16.3,46.1,144.9,0.402,325.2,5.0,2,0,0
20.2,37.8,99.3,0.453,1771.5,26.4,23,0,1
0.1,0.9,9.0,0.198,71.2,3.1,0,0,0
32.6,67.0,175.4,0.416,93.7,10.9,1,0,0
24.0,42.1,100.9,0.532,1607.9,26.7,14,0,1
2.4,7.2,24.8,0.311,60.7,4.8,0,0,0
5.2,11.4,73.7,0.302,2182.4,32.9,3,0,0
0.3,0.9,24.1,0.217,272.3,1.2,0,0,0
3.1,6.7,36.2,0.287,838.1,37.9,0,0,0
35.6,59.8,140.8,0.464,56.6,11.8,1,0,0
14.8,21.5,101.1,0.382,2947.8,43.9,20,0,1
0.4,1.6,18.1,0.195,285.7,6.3,0,0,0
24.0,60.0,219.9,0.437,2586.6,46.6,22,0,1
0.0,0.0,10.7,0.228,278.4,6.4,0,0,0
20.1,76.1,233.8,0.504,1212.1,33.8,12,0,1
2.2,6.9,18.7,0.309,186.5,7.6,0,0,0
18.4,28.6,108.5,0.404,718.9,29.3,24,0,1
4.3,9.9,27.1,0.253,1586.2,38.4,1,0,0
21.7,69.2,190.1,0.507,74.4,1.7,1,0,0
31.3,55.1,177.1,0.402,863.8,22.3,13,0,1
0.0,0.0,0.6,0.243,144.4,6.3,0,0,0
0.6,5.3,17.7,0.261,264.4,3.7,0,0,0
25.4,79.5,172.8,0.428,2168.5,20.8,1,2,1
11.0,22.0,217.0,0.397,1098.0,24.2,21,1,1
0.2,1.7,7.5,0.124,264.3,2.2,0,0,0
14.4,26.6,80.8,0.506,2678.4,41.1,15,2,1
13.1,25.2,107.3,0.512,1700.9,39.3,5,0,1
2.7,14.1,72.5,0.201,2189.5,31.6,0,0,0
12.1,22.6,57.3,0.397,2414.2,46.6,4,0,1
5.0,12.7,74.9,0.304,1936.6,39.1,2,0,0
10.2,31.4,200.8,0.387,1180.6,51.7,22,0,1
0.8,7.6,34.3,0.274,2101.6,37.0,3,0,0
24.9,77.2,199.8,0.547,396.4,55.2,6,0,0
20.1,33.8,211.8,0.403,2262.3,40.7,2,1,1
19.7,55.0,151.5,0.449,309.0,3.8,2,0,0
15.0,32.2,156.9,0.391,2322.3,43.1,4,0,0
32.8,41.2,82.8,0.398,1671.5,50.7,13,0,1
2.5,13.1,37.9,0.289,829.0,35.4,3,0,0
16.2,48.6,152.3,0.433,155.0,13.2,2,0,0
21.0,39.5,170.4,0.579,1312.4,19.3,1,0,1
22.0,46.4,86.7,0.403,82.2,4.4,0,0,0
22.6,83.6,212.8,0.56,2860.8,41.0,9,0,1
29.5,76.3,134.0,0.453,1166.9,34.4,20,1,1
12.0,29.9,64.1,0.572,2814.0,30.9,5,1,1
22.4,39.2,68.5,0.394,3151.0,52.9,1,2,1
12.0,26.0,62.4,0.239,777.3,25.2,2,0,0
44.0,85.9,209.0,0.512,306.4,6.4,1,0,0
1.7,9.5,38.8,0.348,1688.8,30.3,2,0,0
21.7,44.1,76.3,0.488,1753.9,39.4,8,0,1
13.8,31.1,162.9,0.454,1383.8,29.6,23,0,1
1.1,6.2,29.9,0.286,1153.7,32.5,0,0,0
13.2,35.6,165.7,0.519,460.5,53.6,11,0,0
12.2,23.8,157.8,0.499,1707.6,33.5,4,0,1
13.2,39.8,92.5,0.562,2467.5,47.0,21,0,1
0.4,3.3,25.8,0.34,2311.8,34.3,0,0,0
14.5,43.1,122.7,0.383,1723.5,35.0,22,0,1
2.7,8.9,24.2,0.309,115.3,4.6,0,0,0
3.2,12.3,66.4,0.325,1792.2,27.9,3,0,0
18.7,67.3,158.1,0.522,832.7,56.3,22,0,1
19.0,29.0,190.9,0.413,3066.1,38.9,24,0,1
24.3,43.0,72.7,0.527,1059.1,42.1,25,2,1
49.9,94.4,231.5,0.506,2441.8,39.6,4,0,1
8.6,15.7,57.8,0.474,605.5,46.4,14,0,1
16.4,41.7,201.0,0.489,771.6,44.7,18,0,1
19.5,50.6,234.7,0.477,2484.6,39.9,13,0,1
28.9,72.1,167.2,0.429,2411.6,42.0,16,0,1
13.6,20.0,97.3,0.48,2605.3,19.7,10,0,1
0.2,2.3,19.5,0.226,195.1,2.6,0,0,0
19.8,49.0,182.5,0.413,62.7,11.8,2,0,0
31.5,86.7,158.4,0.439,92.2,10.3,1,0,0
12.0,29.2,86.5,0.448,2066.0,51.7,22,0,1
11.8,73.4,190.7,0.463,2357.5,30.6,24,0,1
0.5,2.3,14.9,0.303,69.7,8.4,0,0,0
33.0,60.8,198.6,0.48,1456.9,25.2,11,0,0
0.8,9.3,28.4,0.258,229.3,3.3,0,0,0
19.1,39.5,99.0,0.415,2833.0,44.2,8,0,0
37.5,65.7,124.6,0.551,130.2,11.1,0,0,0
22.6,36.3,81.6,0.573,1295.1,49.8,4,0,1
15.7,72.2,207.0,0.429,2255.3,53.3,14,0,1
23.6,79.1,155.9,0.419,201.1,10.1,0,0,0
11.3,23.1,69.9,0.407,1327.4,47.7,17,0,1
21.3,59.0,186.4,0.502,291.4,10.2,0,0,0
22.0,40.0,195.4,0.502,1756.4,26.7,22,0,1
32.8,53.8,227.6,0.514,1308.7,37.8,11,0,1
6.7,14.8,67.3,0.426,1308.1,37.2,17,0,0
13.3,42.5,221.8,0.53,964.4,49.0,25,0,1
27.6,51.1,234.1,0.551,2656.9,18.0,16,0,1
0.6,8.5,23.9,0.194,180.2,1.4,0,0,0
16.9,24.3,51.1,0.443,2208.2,30.9,23,0,1
17.2,28.7,50.1,0.456,1351.5,43.3,19,0,1
0.2,1.6,27.9,0.182,255.2,1.5,0,0,0
1.6,13.2,64.7,0.219,2145.0,37.4,4,0,0
13.6,85.9,239.2,0.459,1653.1,27.6,19,0,0
12.8,40.3,86.9,0.429,1856.4,40.3,5,0,1
14.7,78.1,176.5,0.462,1789.3,23.9,16,0,1
2.3,7.3,25.3,0.281,1217.2,37.6,1,0,0
4.5,9.4,57.5,0.322,1684.7,33.9,2,0,0
16.7,33.5,57.7,0.572,2636.8,28.9,18,1,0
27.8,50.0,154.7,0.398,506.8,43.7,19,0,1
13.0,23.8,75.3,0.574,1313.2,45.2,18,1,1
11.7,27.2,175.2,0.557,800.1,53.3,18,0,1
12.1,18.9,59.0,0.545,2840.1,47.5,17,0,1
18.0,44.0,235.1,0.443,3099.0,56.7,10,0,1
19.8,39.5,172.0,0.432,1191.6,35.8,15,0,1
11.9,47.2,86.3,0.524,157.0,11.5,0,0,0
25.5,52.9,230.1,0.516,3065.4,23.7,20,0,1
18.5,31.6,98.7,0.395,1275.4,37.3,16,0,1
0.2,1.3,14.4,0.238,146.5,9.2,0,0,0
3.3,10.2,26.4,0.257,114.9,7.8,0,0,0
23.5,61.8,193.8,0.443,2664.9,43.8,2,0,1
0.5,2.5,14.0,0.212,175.8,1.8,0,0,0
3.2,6.6,18.5,0.192,240.0,3.3,0,0,0
35.8,59.9,190.8,0.475,713.6,18.4,17,0,1
11.0,22.4,74.7,0.383,2601.5,27.5,11,0,1
35.0,63.9,206.3,0.425,2605.0,24.2,10,2,1
14.1,36.1,130.3,0.456,1373.1,31.8,9,0,1
31.5,52.6,104.1,0.435,236.0,2.9,1,0,0
1.8,14.0,68.9,0.234,2124.0,35.5,1,0,0
11.9,19.0,51.5,0.563,1222.9,36.7,6,0,1
3.3,16.4,48.3,0.201,774.2,38.4,3,0,0
16.5,24.6,141.5,0.528,501.1,26.2,5,0,1
21.4,39.4,137.7,0.412,230.3,7.8,1,0,0
16.3,64.3,125.4,0.445,97.1,10.7,1,0,0
25.2,84.1,196.9,0.471,2727.2,24.5,12,0,1
30.0,54.6,102.7,0.496,145.8,1.7,1,0,0
31.7,82.6,158.8,0.434,306.1,11.8,1,0,0
11.9,29.7,192.4,0.4,1535.6,57.8,10,0,1
1.9,7.5,53.1,0.296,2078.3,20.1,2,0,0
14.0,23.9,71.6,0.546,902.9,51.4,22,0,1
24.2,33.2,157.9,0.545,1818.5,21.5,22,0,1
7.0,18.4,54.6,0.277,797.0,24.0,0,0,0
21.2,54.0,104.9,0.529,213.9,9.5,2,0,0
28.3,58.8,130.9,0.506,310.5,3.1,0,0,0
14.2,39.3,129.2,0.509,1872.4,18.9,16,0,0
8.0,18.0,52.0,0.258,866.9,21.2,0,0,0
1.7,3.8,30.7,0.296,633.8,25.1,0,0,0
0.0,0.1,1.2,0.154,267.5,10.8,0,0,0
7.3,20.8,109.0,0.492,520.7,38.4,21,0,0
0.0,0.1,1.6,0.154,238.5,2.4,0,0,0
16.0,43.9,177.6,0.455,2500.1,36.9,8,0,1
1.1,2.3,7.0,0.26,70.8,2.5,0,0,0
22.1,58.9,185.6,0.408,3004.4,30.7,13,2,1
8.3,15.6,61.3,0.449,2876.3,42.1,21,2,1
18.7,29.9,165.0,0.517,926.6,23.5,23,0,1
6.7,14.2,62.8,0.335,1747.8,27.0,2,0,0
19.3,36.7,133.1,0.385,501.8,38.1,8,0,1
1.9,5.0,45.2,0.314,916.4,41.6,1,0,0
0.4,1.8,14.3,0.156,284.7,2.6,0,0,0
26.5,52.7,122.0,0.46,305.0,3.5,1,0,0
11.1,31.6,207.0,0.425,2331.0,26.8,8,0,1
15.9,28.4,156.6,0.45,930.6,29.4,6,0,1
18.6,31.1,88.4,0.525,2650.9,21.5,18,0,1
18.4,56.2,159.7,0.541,907.6,44.0,12,0,1
2.9,20.2,68.3,0.343,927.7,26.3,0,0,0
0.1,0.2,3.4,0.257,115.2,10.6,0,0,0
2.5,8.8,34.8,0.351,1507.5,22.6,4,0,0
13.6,24.7,64.6,0.454,1077.1,22.1,19,0,1
13.6,73.4,182.9,0.535,1085.9,36.7,2,1,1
20.6,36.9,104.0,0.412,113.6,13.0,0,0,0
24.5,55.7,114.5,0.441,1472.7,54.6,21,0,1
1.0,7.6,31.0,0.343,1673.1,29.9,2,0,0
11.5,19.8,79.0,0.52,2535.7,24.7,20,2,1
21.3,30.3,75.5,0.526,2197.6,46.7,1,0,1
18.4,46.4,149.3,0.4,2686.3,27.5,7,0,1
15.9,29.6,194.5,0.433,2836.4,34.9,7,1,1
8.8,18.4,75.4,0.536,747.1,36.4,18,2,1
18.8,55.3,205.1,0.462,120.3,10.1,0,0,0
3.2,7.0,21.0,0.201,657.1,30.2,1,0,0
28.9,50.8,161.1,0.481,67.5,11.9,0,0,0
21.5,51.8,91.0,0.523,2536.3,34.9,13,0,1
23.8,29.7,68.0,0.44,706.9,31.0,23,1,1
9.2,36.4,106.8,0.405,64.8,10.2,1,0,0
29.8,46.8,168.8,0.521,1687.2,47.3,19,1,1
26.9,72.7,140.0,0.497,2859.8,56.0,22,0,0
14.8,55.5,183.8,0.462,1479.5,37.5,2,0,1
0.2,7.2,22.7,0.238,216.6,1.9,0,0,0
13.6,48.8,113.2,0.41,58.0,1.3,2,0,0
21.2,78.0,169.6,0.518,149.7,8.8,0,0,0
17.1,70.8,195.7,0.416,1347.7,36.6,9,0,1
47.0,75.0,218.5,0.554,661.4,40.9,12,0,1
1.8,7.8,49.4,0.198,1822.9,38.2,1,0,0
31.5,69.1,144.0,0.549,1578.1,53.3,24,0,1
13.4,19.0,51.9,0.389,2635.0,52.9,8,0,1
3.3,14.6,48.4,0.342,2118.5,30.3,0,0,0
2.3,8.2,20.9,0.281,235.7,1.1,0,0,0
1.1,10.6,31.7,0.319,1748.3,38.1,3,0,0
18.7,53.0,191.3,0.424,85.0,8.9,0,0,0
0.2,1.7,27.8,0.134,281.0,11.5,0,0,0
20.4,39.9,141.1,0.54,2385.8,31.0,25,0,1
27.1,52.7,123.5,0.442,290.8,10.5,1,0,0
0.6,4.7,33.2,0.316,915.4,40.3,1,0,0
39.1,52.0,225.3,0.445,811.6,21.0,25,0,1
0.2,0.8,4.3,0.266,202.3,10.8,0,0,0
37.5,75.6,170.0,0.558,268.9,8.8,1,0,0
11.3,44.1,117.7,0.439,87.8,6.1,2,0,0
20.2,43.1,140.3,0.442,2752.1,52.3,22,0,1
32.2,44.0,167.9,0.542,2862.0,19.0,24,1,1
34.2,70.2,183.4,0.47,190.1,11.0,1,0,0
14.0,40.2,88.8,0.441,2775.7,39.0,13,0,1
21.7,32.4,148.2,0.57,1933.7,54.9,21,0,0
21.4,53.3,175.3,0.421,1356.6,52.8,22,0,1
0.4,1.1,4.9,0.161,79.6,6.1,0,0,0
1.5,3.7,17.6,0.26,168.8,0.9,0,0,0
7.6,21.2,221.0,0.491,3000.9,47.7,5,1,1
18.8,26.1,82.5,0.459,1743.9,44.4,3,0,1
39.7,91.0,182.7,0.489,336.8,5.0,1,0,0
2.4,10.6,73.5,0.229,977.1,21.2,3,0,0
14.8,25.1,82.2,0.394,2375.4,36.4,16,2,1
16.2,29.0,197.4,0.382,2271.2,33.2,4,0,1
18.8,65.5,151.6,0.435,42.0,5.8,0,0,0
48.9,63.1,232.8,0.514,1118.1,19.6,25,0,1
0.0,0.1,7.8,0.215,73.4,10.2,0,0,0
20.3,56.0,163.8,0.517,3126.6,50.7,12,0,1
10.0,33.0,131.4,0.431,316.8,7.0,2,0,0
28.8,44.3,102.6,0.534,807.7,40.3,18,0,1
22.5,43.2,102.3,0.569,1739.6,30.8,17,0,1
14.0,33.0,163.9,0.448,1380.2,38.6,17,0,1
20.9,39.1,121.2,0.47,2928.3,56.2,20,0,1
5.3,15.5,50.3,0.352,744.3,37.8,0,0,0
25.5,44.2,94.5,0.564,2862.4,19.6,21,0,1
18.0,28.7,128.2,0.407,766.8,30.9,8,0,1
35.1,52.2,203.0,0.436,2102.8,28.0,9,0,1
3.6,31.3,70.7,0.358,1266.0,31.7,0,0,0
0.1,0.6,1.5,0.167,183.7,9.8,0,0,0
2.3,10.9,35.9,0.259,1771.1,29.3,4,0,0
52.0,91.8,189.3,0.55,250.1,8.6,1,0,0
10.5,21.8,74.0,0.386,787.3,36.0,12,0,1
0.1,1.8,6.9,0.17,119.4,6.1,0,0,0
31.0,91.5,196.7,0.405,523.0,50.1,4,1,1
0.0,0.2,12.4,0.32,165.5,11.4,0,0,0
27.3,63.5,114.2,0.569,417.9,26.3,19,0,1
13.2,43.8,79.8,0.533,2220.1,45.3,4,0,1
0.1,0.7,4.1,0.307,281.0,9.6,0,0,0
23.4,69.9,155.1,0.552,764.4,48.4,16,0,1
18.6,55.1,215.4,0.425,2277.5,45.0,13,2,1
31.7,50.5,230.5,0.399,2671.3,18.9,1,0,1
2.4,16.3,50.7,0.279,1300.7,33.8,4,0,0
6.9,16.6,73.7,0.532,377.1,28.6,1,0,1
17.8,30.4,83.1,0.531,3071.4,40.3,18,0,1
12.7,92.5,194.7,0.384,2949.5,36.0,17,0,1
23.2,56.7,179.5,0.405,277.1,2.8,0,0,0
0.3,2.1,20.5,0.234,1774.3,34.5,3,0,0
1.5,3.2,10.0,0.125,165.3,7.6,0,0,0
12.3,83.3,233.5,0.568,1137.9,42.4,11,2,1
40.3,68.4,187.3,0.514,326.5,13.8,1,0,0
2.1,7.4,26.8,0.187,144.3,1.7,0,0,0
5.1,24.3,73.3,0.231,2073.0,36.9,0,0,0
0.1,0.2,7.7,0.242,148.9,11.2,0,0,0
11.3,22.9,152.2,0.573,891.1,35.6,10,0,1
12.0,37.9,78.2,0.44,2687.3,25.0,13,1,1
18.7,37.3,121.9,0.407,249.8,7.7,2,0,0
17.3,42.4,124.0,0.548,198.3,10.9,1,0,0
15.7,27.8,211.3,0.478,520.7,57.9,23,0,0
33.6,51.3,106.8,0.507,922.5,43.0,10,0,1
16.6,30.4,118.8,0.552,785.6,24.4,22,0,1
13.5,45.0,158.1,0.436,244.8,10.4,2,0,0
24.2,79.4,228.3,0.488,2682.0,52.1,3,0,1
18.0,27.6,53.6,0.469,2649.7,42.3,13,0,1
30.9,58.9,160.6,0.454,59.9,6.9,0,0,0
25.0,36.4,145.9,0.508,2548.1,42.9,20,2,1
13.0,27.1,54.8,0.43,818.8,30.4,21,0,0
20.8,44.5,75.5,0.463,2189.8,25.5,7,1,1
13.2,31.7,114.0,0.544,134.4,11.8,1,0,0
20.3,34.6,94.3,0.467,79.7,13.1,2,0,0
0.6,3.1,29.6,0.307,121.5,12.0,0,0,0
0.3,1.2,6.2,0.133,173.4,6.8,0,0,0
34.1,56.8,211.6,0.519,2282.0,56.9,23,0,1
37.4,48.0,126.1,0.543,2404.3,50.2,18,0,1
17.6,32.1,106.5,0.443,253.4,7.8,2,0,0
25.1,45.1,108.0,0.501,301.3,12.7,1,0,0
3.3,12.3,35.2,0.36,2329.3,25.1,0,0,0
14.1,39.3,116.8,0.482,2663.7,26.5,7,0,1
10.7,23.4,157.1,0.382,1366.5,29.3,13,0,1
39.1,70.0,193.3,0.564,1315.3,22.5,16,1,1
0.7,6.3,24.3,0.301,1735.6,27.0,2,0,0
15.1,20.0,70.2,0.42,2998.2,27.6,3,2,1
22.9,44.5,126.8,0.477,1458.1,37.9,25,0,1
11.1,37.3,129.0,0.5,55.2,3.6,0,0,0
15.2,26.2,100.1,0.512,2445.5,26.2,3,0,1
4.5,10.6,27.7,0.2,1290.7,30.8,1,0,0
14.6,61.3,149.9,0.472,567.7,50.8,1,0,1
32.5,47.5,131.0,0.492,2178.6,26.1,19,0,1
15.0,23.3,169.5,0.511,2333.2,18.3,16,0,1
19.6,51.3,111.6,0.398,2362.7,43.4,3,0,1
2.1,5.3,36.3,0.356,1063.1,28.4,1,0,0
0.2,8.1,21.9,0.226,107.2,9.2,0,0,0
35.4,48.4,169.3,0.445,2113.0,38.4,25,1,1
7.2,21.2,93.2,0.407,1520.6,19.8,15,0,1
19.9,30.9,119.2,0.467,1258.2,51.2,3,0,1
5.7,19.0,87.8,0.578,3011.7,43.9,14,0,0
45.4,91.0,219.9,0.578,2876.5,20.8,5,0,1
17.4,55.2,215.8,0.39,3032.0,37.1,3,0,1
1.4,5.3,21.1,0.315,294.1,10.2,0,0,0
38.3,50.9,104.0,0.447,2010.8,23.7,12,0,1
32.1,41.1,174.8,0.505,998.2,27.6,5,0,1
24.4,68.5,158.2,0.535,905.2,50.2,20,0,1
24.4,40.9,186.1,0.425,413.3,37.3,11,1,1
12.8,37.4,118.6,0.457,1652.3,47.4,22,2,1
15.0,48.9,234.2,0.468,373.4,21.6,1,0,1
3.2,18.8,68.1,0.192,1530.3,32.9,3,0,0
9.4,25.0,67.1,0.475,2474.1,39.9,9,0,1
18.8,64.8,146.6,0.545,141.9,10.7,0,0,0
18.7,61.5,210.1,0.455,2110.8,44.7,20,1,1
21.3,61.1,225.4,0.538,2817.7,20.2,23,0,1
0.6,4.0,16.6,0.256,113.7,4.5,0,0,0
22.9,36.4,74.8,0.384,2021.8,54.7,25,0,1
3.1,11.0,52.1,0.283,1923.6,36.7,4,0,0
15.1,22.7,97.2,0.466,1132.9,56.9,23,0,1
1.7,6.4,26.2,0.279,1521.6,37.1,3,0,0
34.7,71.4,163.3,0.442,2679.7,46.5,22,0,1
16.1,53.5,219.7,0.402,1003.4,50.5,9,0,1
27.7,78.5,236.0,0.456,2213.4,52.8,21,0,1
23.4,46.8,101.9,0.521,1131.4,20.3,19,0,1
19.4,30.1,53.0,0.381,1035.1,50.5,11,2,1
5.2,17.1,59.3,0.511,2996.0,51.3,15,0,1
26.1,59.2,130.1,0.435,1067.3,38.3,14,0,1
4.8,10.8,29.1,0.181,84.6,9.2,0,0,0
11.9,23.9,66.1,0.294,1299.5,35.5,2,0,0
16.5,61.9,137.2,0.492,239.3,3.8,2,0,0
3.8,12.3,32.5,0.233,982.4,26.5,0,0,0
11.0,26.1,168.8,0.411,1514.3,45.6,16,0,1
6.1,14.5,32.8,0.293,1242.9,31.3,2,0,0
25.5,50.8,204.3,0.562,1470.0,57.1,9,0,1
0.4,0.8,18.7,0.159,256.5,10.5,0,0,0
28.0,58.2,137.9,0.542,2207.7,30.9,16,0,1
5.5,14.6,57.7,0.345,894.0,40.0,4,0,0
26.2,38.1,201.4,0.577,664.8,20.4,12,0,1
21.3,27.7,132.1,0.429,1699.7,56.4,2,0,1
0.1,0.7,12.4,0.311,241.5,5.3,0,0,0
2.8,18.5,52.5,0.253,1796.0,41.9,1,0,0
1.1,5.1,17.1,0.309,150.9,6.6,0,0,0
8.5,26.8,116.9,0.437,2187.3,57.1,3,0,1
18.8,37.2,159.8,0.552,966.9,36.9,15,0,1
3.3,8.4,22.0,0.223,85.3,6.0,0,0,0
14.0,45.9,151.9,0.441,149.9,3.8,0,0,0
36.2,65.9,208.4,0.382,2678.7,30.0,22,0,1
2.6,7.9,68.0,0.22,2002.8,33.0,1,0,0
8.8,26.5,202.8,0.412,2673.4,39.4,16,2,1
12.7,50.2,176.9,0.531,749.9,37.2,6,0,1
15.8,26.7,128.2,0.436,1567.3,32.0,12,0,1
16.7,49.1,235.8,0.539,1264.1,36.4,12,0,1
11.7,30.7,86.1,0.443,332.8,6.4,1,0,0
8.4,27.3,157.7,0.442,2822.5,49.9,3,0,1
15.0,24.1,156.1,0.55,2777.8,52.8,3,0,1
3.1,7.4,20.6,0.347,856.7,23.6,2,0,0
15.5,45.1,141.7,0.526,1342.7,31.7,7,0,1
3.1,6.4,28.3,0.223,178.7,1.1,0,0,0
15.3,54.0,234.4,0.566,1370.0,55.2,7,0,1
1.9,4.1,21.5,0.248,208.3,5.8,0,0,0
2.4,8.4,39.6,0.271,2311.9,27.3,4,0,0
8.0,20.7,155.0,0.467,2585.5,40.6,4,1,1
1.6,4.1,20.8,0.299,857.3,29.2,3,0,0
16.1,53.5,166.9,0.466,2003.0,44.2,15,0,1
2.0,5.0,28.3,0.123,250.5,5.6,0,0,0
17.2,47.3,188.5,0.442,72.0,13.1,2,0,0
1.5,8.6,67.6,0.334,861.5,28.6,0,0,0
9.8,23.4,211.4,0.481,672.6,21.1,7,0,1
31.6,54.7,142.5,0.415,3074.3,20.8,4,0,1
13.2,24.0,57.8,0.39,2435.0,33.7,15,0,1
8.7,25.2,80.7,0.546,2416.5,58.0,14,0,1
15.7,52.5,214.7,0.432,864.8,21.1,12,1,1
0.1,2.1,8.7,0.288,94.8,6.6,0,0,0
15.8,47.2,131.2,0.44,243.4,11.0,2,0,0
1.4,5.1,15.5,0.154,72.3,1.1,0,0,0
3.8,8.8,22.3,0.235,101.2,2.5,0,0,0
16.6,82.0,173.1,0.442,2484.5,40.8,10,0,1
14.6,60.2,125.9,0.574,858.9,56.5,9,0,1
29.6,71.1,125.4,0.469,3087.5,37.0,18,0,1
11.0,34.9,135.9,0.408,1252.7,57.6,21,0,1
22.5,57.2,165.3,0.509,75.6,9.8,1,0,0
17.4,31.5,109.2,0.424,1386.4,57.0,20,0,1
12.6,62.2,232.5,0.523,412.4,40.9,12,0,1
31.3,59.1,198.8,0.392,1715.1,34.1,22,0,1
16.9,26.1,81.6,0.57,1968.8,23.6,22,0,1
0.9,6.2,57.7,0.304,600.2,29.3,1,0,0
1.5,3.5,11.1,0.277,263.6,2.6,0,0,0
6.8,14.8,37.5,0.236,1233.5,24.9,3,0,0
7.2,19.0,65.4,0.196,711.7,21.6,3,0,0
21.7,35.3,134.0,0.459,1621.3,47.2,14,0,1
0.2,0.8,6.2,0.262,81.4,6.4,0,0,0
15.5,20.8,68.1,0.422,2631.1,27.3,9,0,1
15.4,37.0,63.2,0.394,513.7,38.7,6,0,1
5.4,15.7,41.0,0.292,1552.1,26.2,0,0,0
40.7,52.7,138.7,0.43,913.9,51.8,23,0,1
3.9,18.0,73.8,0.26,686.3,20.7,4,0,0
0.3,2.3,5.9,0.209,276.2,0.7,0,0,0
30.3,71.3,199.1,0.434,2227.2,30.3,14,0,0
1.0,6.9,56.6,0.237,2361.7,31.7,1,0,0
29.8,60.5,211.4,0.538,2314.5,21.1,24,2,0
0.1,6.3,19.4,0.226,249.2,10.6,0,0,0
0.4,1.2,4.6,0.188,268.1,1.2,0,0,0
0.5,6.3,17.8,0.185,200.6,8.2,0,0,0
1.5,3.7,18.3,0.18,257.5,9.9,0,0,0
14.2,25.8,96.2,0.579,433.3,55.2,11,1,1
0.3,3.7,21.4,0.135,95.8,4.0,0,0,0
16.8,30.8,195.3,0.425,1345.5,45.0,3,2,1
34.2,72.7,149.3,0.522,117.3,9.4,2,0,0
9.4,27.4,88.8,0.492,329.0,2.1,0,0,0
20.2,80.0,169.3,0.498,194.1,3.6,1,0,0
10.7,23.6,57.0,0.474,2715.1,34.6,10,0,1
22.4,78.0,169.7,0.413,179.9,7.5,1,0,0
11.4,32.6,179.8,0.411,2097.6,31.5,15,1,1
5.9,16.3,37.9,0.183,865.1,31.2,4,0,0
15.2,32.6,124.1,0.546,323.6,8.9,1,0,0
25.3,57.7,237.4,0.568,2862.0,50.6,10,0,1
6.8,20.0,44.7,0.191,1212.0,31.8,1,0,0
33.9,60.7,108.5,0.433,2218.4,56.9,19,0,1
3.6,11.0,32.5,0.186,2062.6,36.8,3,0,0
0.2,0.6,16.1,0.173,242.6,7.6,0,0,0
22.1,61.2,188.4,0.44,1377.2,20.1,22,0,1
15.7,70.4,187.9,0.435,1283.3,43.5,17,0,1
30.6,45.2,172.3,0.559,3112.4,50.0,16,0,1
2.9,14.0,59.3,0.327,809.3,36.5,3,0,0
12.0,37.3,106.1,0.447,1635.8,35.3,12,0,1
23.6,92.5,233.3,0.448,2404.9,34.2,7,0,1
1.7,9.0,21.8,0.225,1080.6,29.3,4,0,0
1.7,4.7,15.9,0.142,247.4,5.8,0,0,0
2.8,6.5,27.9,0.252,210.3,2.6,0,0,0
25.8,65.0,205.2,0.519,1630.0,44.5,8,0,1
17.5,33.4,155.2,0.537,1277.6,24.9,9,0,0
39.8,50.8,222.7,0.506,1293.1,44.6,20,0,1
19.3,26.0,143.4,0.546,1482.0,24.1,1,1,1
28.8,60.8,160.3,0.51,151.4,3.0,2,0,0
11.3,35.0,86.9,0.419,263.5,4.3,2,0,0
0.4,10.7,27.5,0.291,265.7,6.1,0,0,0
0.4,1.0,15.2,0.196,74.7,6.2,0,0,0
2.0,7.8,29.4,0.183,659.6,22.9,0,0,0
23.1,33.9,198.0,0.433,1966.1,27.2,8,0,0
48.4,62.4,238.0,0.555,1282.1,39.6,10,0,1
0.7,2.9,16.7,0.13,247.3,3.5,0,0,0
0.9,5.3,18.3,0.212,51.8,9.2,0,0,0
4.0,12.5,29.1,0.297,1986.7,38.3,4,0,0
40.1,78.7,168.1,0.541,1926.9,56.1,22,0,1
32.4,70.0,221.0,0.491,896.7,44.6,13,0,1
0.8,6.4,23.6,0.285,1265.3,41.7,3,0,0
12.9,21.2,135.0,0.41,2813.1,50.1,10,2,1
15.1,29.7,124.3,0.458,2925.2,26.3,7,0,1
22.6,48.0,80.1,0.578,1275.3,32.9,25,0,1
44.3,66.1,159.6,0.571,2438.5,50.0,22,1,1
12.2,36.7,224.0,0.54,1713.2,39.6,17,0,1
