source_key,source_row,slide_no,state,latitude,longitude,raw_text
22082:MZ/CHA/84E02/2017/16,22082,MZ/CHA/84E02/2017/16,Mizoram,23.708507,93.05583,22082 MZ/CHA/84E02/2017/16 Mizoram Champhai 19km E of Saitual 23.708507 93.05583 Debris Slide NA
22083:MZ/AIZ/84A10/2015/194,22083,MZ/AIZ/84A10/2015/194,Mizoram,23.71,92.692528,"22083 MZ/AIZ/84A10/2015/194 Mizoram Aizawl West of Mission Veng, Dumping Site, Tlawng - Aizawl Rd 23.71 92.692528 Debris Slide NA"
22084:MZ/AIZ/84A10/2015/69,22084,MZ/AIZ/84A10/2015/69,Mizoram,23.710194,92.741167,22084 MZ/AIZ/84A10/2015/69 Mizoram Aizawl North of Salem veng on world bank road 23.710194 92.741167 Debris Slide NA
22085:MZ/MAM/84A10/2015/131,22085,MZ/MAM/84A10/2015/131,Mizoram,23.710278,92.558056,"22085 MZ/MAM/84A10/2015/131 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.710278 92.558056 Rock Slide NA"
22086:MZ/CHA/84E02/2017/0099,22086,MZ/CHA/84E02/2017/0099,Mizoram,23.710517,93.058403,22086 MZ/CHA/84E02/2017/0099 Mizoram Champhai 21 km E of Saitual 23.710517 93.058403 Rock Slide NA
22087:MZ/AIZ/84A10/2015/182,22087,MZ/AIZ/84A10/2015/182,Mizoram,23.71125,92.660167,"22087 MZ/AIZ/84A10/2015/182 Mizoram Aizawl South of Tlawng Hydro-Project, Oasis picnic spot, SH- Aizawl - Reiek 23.71125 92.660167 Debris Slide NA"
22088:MZ/AIZ/84A14/2015/63,22088,MZ/AIZ/84A14/2015/63,Mizoram,23.711722,92.858394,22088 MZ/AIZ/84A14/2015/63 Mizoram Aizawl Tlangnuam area alon NH54 23.711722 92.858394 Debris Slide NA
22089:MZ/MAM/84A10/2015/181,22089,MZ/MAM/84A10/2015/181,Mizoram,23.712306,92.649528,"22089 MZ/MAM/84A10/2015/181 Mizoram Mamit Southwest of Tlawng Hydro- Project, SH- Aizawl - Reiek 23.712306 92.649528 Debris Slide NA"
22090:MZ/MAM/84A10/2015/180,22090,MZ/MAM/84A10/2015/180,Mizoram,23.712528,92.64775,"22090 MZ/MAM/84A10/2015/180 Mizoram Mamit West of Tlawng Hydro-Project, SH- Aizawl - Reiek 23.712528 92.64775 Debris Slide NA"
22091:MZ/MAM/84A10/2015/128,22091,MZ/MAM/84A10/2015/128,Mizoram,23.712611,92.560444,"22091 MZ/MAM/84A10/2015/128 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.712611 92.560444 Debris Slide NA"
22092:MZ/AIZ/84A10/2015/183,22092,MZ/AIZ/84A10/2015/183,Mizoram,23.712694,92.66025,"22092 MZ/AIZ/84A10/2015/183 Mizoram Aizawl 1km South of Tlawng Hydro- Project view point of Azauli Falls, SH- Aizawl - Reiek 23.712694 92.66025 Debris Slide NA"
22093:MZ/AIZ/84A14/2015/67,22093,MZ/AIZ/84A14/2015/67,Mizoram,23.713131,92.798942,"22093 MZ/AIZ/84A14/2015/67 Mizoram Aizawl Tuirial, 200m upstream from turial bridge 23.713131 92.798942 Debris Slide NA"
22094:MZ/AIZ/84A10/2015/219,22094,MZ/AIZ/84A10/2015/219,Mizoram,23.714694,92.728694,"22094 MZ/AIZ/84A10/2015/219 Mizoram Aizawl Mualpui Bethel, Salem Veng - World Bank Rd 23.714694 92.728694 Debris Slide NA"
22095:MZ/AIZ/84A14/2015/79,22095,MZ/AIZ/84A14/2015/79,Mizoram,23.714703,92.873933,22095 MZ/AIZ/84A14/2015/79 Mizoram Aizawl Tlangnuam village area on NH 54. 23.714703 92.873933 Rock Slide NA
22096:MZ/AIZ/84A10/2015/195,22096,MZ/AIZ/84A10/2015/195,Mizoram,23.715278,92.697611,"22096 MZ/AIZ/84A10/2015/195 Mizoram Aizawl West of Mission Veng, Tlawng - Aizawl Rd 23.715278 92.697611 Debris Slide NA"
22097:MZ/MAM/84A10/2015/129,22097,MZ/MAM/84A10/2015/129,Mizoram,23.7155,92.556028,"22097 MZ/MAM/84A10/2015/129 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.7155 92.556028 Debris Slide NA"
22099:MZ/AIZ/84A10/2015/203,22099,MZ/AIZ/84A10/2015/203,Mizoram,23.716111,92.712611,"22099 MZ/AIZ/84A10/2015/203 Mizoram Aizawl Mission Veng, Tlawng - Aizawl Rd 23.716111 92.712611 Rock Slide NA"
22100:MZ/AIZ/84A14/2015/81,22100,MZ/AIZ/84A14/2015/81,Mizoram,23.716125,92.866156,22100 MZ/AIZ/84A14/2015/81 Mizoram Aizawl Zero point Lui quarry along Seling- Keifang road 23.716125 92.866156 Rock Fall NA
22101:MZ/AIZ/84A10/2015/218,22101,MZ/AIZ/84A10/2015/218,Mizoram,23.716278,92.727694,"22101 MZ/AIZ/84A10/2015/218 Mizoram Aizawl Mualpui Bethel, Salem Veng - World Bank Rd 23.716278 92.727694 Debris Slide NA"
22102:MZ/AIZ/84A10/2015/205,22102,MZ/AIZ/84A10/2015/205,Mizoram,23.716333,92.688639,"22102 MZ/AIZ/84A10/2015/205 Mizoram Aizawl West of Mission Veng, Tlawng - Aizawl Rd 23.716333 92.688639 Debris Slide NA"
22103:MZ/AIZ/84A10/2015/196,22103,MZ/AIZ/84A10/2015/196,Mizoram,23.716556,92.699056,"22103 MZ/AIZ/84A10/2015/196 Mizoram Aizawl West of Mission Veng, Tlawng - Aizawl Rd 23.716556 92.699056 Debris Slide NA"
22104:MZ/AIZ/84A10/2015/209,22104,MZ/AIZ/84A10/2015/209,Mizoram,23.717028,92.692389,"22104 MZ/AIZ/84A10/2015/209 Mizoram Aizawl South of Lawipu, Aizawl - Tlawng Rd 23.717028 92.692389 Rock Slide NA"
22105:MZ/AIZ/84A10/2015/204,22105,MZ/AIZ/84A10/2015/204,Mizoram,23.717111,92.713972,"22105 MZ/AIZ/84A10/2015/204 Mizoram Aizawl Mission Veng, Tlawng - Aizawl Rd 23.717111 92.713972 Rock Slide NA"
22106:MZ/AIZ/84A10/2015/213,22106,MZ/AIZ/84A10/2015/213,Mizoram,23.717222,92.694833,"22106 MZ/AIZ/84A10/2015/213 Mizoram Aizawl Govt Complex, Aizawl, Govt Complex - Mizoram university Rd via Zonuam 23.717222 92.694833 Rock Slide NA"
22107:MZ/MAM/84A10/2015/124,22107,MZ/MAM/84A10/2015/124,Mizoram,23.718194,92.556417,"22107 MZ/MAM/84A10/2015/124 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.718194 92.556417 Debris Slide NA"
22108:MZ/AIZ/84A14/2015/88,22108,MZ/AIZ/84A14/2015/88,Mizoram,23.719306,92.869058,22108 MZ/AIZ/84A14/2015/88 Mizoram Aizawl 2.7 km SE of seling on SH Seling- Champhai road. 23.719306 92.869058 Rock Fall NA
22110:MZ/AIZ/84A10/2015/202,22110,MZ/AIZ/84A10/2015/202,Mizoram,23.719389,92.675083,"22110 MZ/AIZ/84A10/2015/202 Mizoram Aizawl Near Police Post Forest, Tlawng - Aizawl Rd 23.719389 92.675083 Debris Slide NA"
22111:MZ/AIZ/84A10/2015/200,22111,MZ/AIZ/84A10/2015/200,Mizoram,23.719472,92.676444,"22111 MZ/AIZ/84A10/2015/200 Mizoram Aizawl Northwest of Mission, 500m from Police Post Forest, Tlawng - Aizawl Rd 23.719472 92.676444 Debris Slide NA"
22112:MZ/AIZ/84A10/2015/201,22112,MZ/AIZ/84A10/2015/201,Mizoram,23.7195,92.675528,"22112 MZ/AIZ/84A10/2015/201 Mizoram Aizawl Near Police Post Forest, Tlawng - Aizawl Rd 23.7195 92.675528 Debris Slide NA"
22113:MZ/AIZ/84A14/2015/86,22113,MZ/AIZ/84A14/2015/86,Mizoram,23.719694,92.868053,22113 MZ/AIZ/84A14/2015/86 Mizoram Aizawl Seling dumping site on SH Seling- Champhai road 23.719694 92.868053 Debris Slide NA
22114:MZ/AIZ/84A10/2015/210,22114,MZ/AIZ/84A10/2015/210,Mizoram,23.719972,92.697694,"22114 MZ/AIZ/84A10/2015/210 Mizoram Aizawl Maubawk, Aizawl - Tlawng Rd 23.719972 92.697694 Rock Slide NA"
22115:MZ/AIZ/84A10/2015/211,22115,MZ/AIZ/84A10/2015/211,Mizoram,23.720417,92.695667,"22115 MZ/AIZ/84A10/2015/211 Mizoram Aizawl Maubawk, Aizawl - Tlawng Rd 23.720417 92.695667 Rock Slide NA"
22116:MZ/AIZ/84A10/2015/212,22116,MZ/AIZ/84A10/2015/212,Mizoram,23.720611,92.692722,"22116 MZ/AIZ/84A10/2015/212 Mizoram Aizawl Maubawk, (abandoned water tank) Aizawl - Tlawng Rd 23.720611 92.692722 Rock Slide NA"
22117:MZ/AIZ/84A14/2015/97,22117,MZ/AIZ/84A14/2015/97,Mizoram,23.720833,92.978,"22117 MZ/AIZ/84A14/2015/97 Mizoram Aizawl 5.3 km south of Dilkhan village, Saitual - Dilkhan Rd 23.720833 92.978 Debris Slide NA"
22118:MZ/AIZ/84A10/2015/199,22118,MZ/AIZ/84A10/2015/199,Mizoram,23.721167,92.675056,"22118 MZ/AIZ/84A10/2015/199 Mizoram Aizawl Southwest of Lawipu, 500m from Power House, Lawipu - Tlawng Rd 23.721167 92.675056 Debris Slide NA"
22119:MZ/AZL/83A10/2017/01,22119,MZ/AZL/83A10/2017/01,Mizoram,23.722,92.721222,"22119 MZ/AZL/83A10/2017/01 Mizoram Aizawl Khatla Sinking/Subsidence Khatla locality, along M. G. Road, Aizawl 23.722 92.721222 Earth Subsidence 6 December 2016, 14th & 15th January 2017"
22120:MZ/AIZ/84A10/2015/197,22120,MZ/AIZ/84A10/2015/197,Mizoram,23.722111,92.681472,"22120 MZ/AIZ/84A10/2015/197 Mizoram Aizawl Southwest of Lawipu, Power House, Lawipu - Tlawng Rd 23.722111 92.681472 Debris Slide NA"
22121:MZ/AIZ/84A10/2015/198,22121,MZ/AIZ/84A10/2015/198,Mizoram,23.722222,92.682278,"22121 MZ/AIZ/84A10/2015/198 Mizoram Aizawl Southwest of Lawipu, Near Power House, Lawipu - Tlawng Rd 23.722222 92.682278 Debris Slide NA"
22122:MZ/MAM/84A10/2015/130,22122,MZ/MAM/84A10/2015/130,Mizoram,23.726694,92.557778,"22122 MZ/MAM/84A10/2015/130 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.726694 92.557778 Debris Slide NA"
22124:MZ/AIZ/84A10/2015/215,22124,MZ/AIZ/84A10/2015/215,Mizoram,23.727639,92.703083,"22124 MZ/AIZ/84A10/2015/215 Mizoram Aizawl 500m SW of New Secreteriat, Aizawl (Near GSI Site) 23.727639 92.703083 Rock Slide NA"
22125:MZ/AIZ/84A10/2015/74,22125,MZ/AIZ/84A10/2015/74,Mizoram,23.727694,92.736,22125 MZ/AIZ/84A10/2015/74 Mizoram Aizawl N/A N/A 23.727694 92.736 Debris Slide NA
22126:MZ/MAM/84A10/2015/123,22126,MZ/MAM/84A10/2015/123,Mizoram,23.728778,92.557833,"22126 MZ/MAM/84A10/2015/123 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.728778 92.557833 Rock Slide NA"
22127:MZ/AIZ/84A14/2015/75,22127,MZ/AIZ/84A14/2015/75,Mizoram,23.730867,92.755639,"22127 MZ/AIZ/84A14/2015/75 Mizoram Aizawl Zemabawk, near Ripans complex road on NH 54 Aizawl- Seling road 23.730867 92.755639 Rock Slide NA"
22128:MZ/AIZ/84A14/2015/66,22128,MZ/AIZ/84A14/2015/66,Mizoram,23.732867,92.825842,22128 MZ/AIZ/84A14/2015/66 Mizoram Aizawl Paibawk Turial section along NH54 23.732867 92.825842 Debris Slide NA
22129:MZ/AIZ/84A14/2015/76,22129,MZ/AIZ/84A14/2015/76,Mizoram,23.732894,92.753033,"22129 MZ/AIZ/84A14/2015/76 Mizoram Aizawl East of Zemabawk, near MRF showroom on NH 54 Aizawl- Seling road 23.732894 92.753033 Debris Slide NA"
22130:MZ/AIZ/84A10/2015/117,22130,MZ/AIZ/84A10/2015/117,Mizoram,23.733083,92.675611,22130 MZ/AIZ/84A10/2015/117 Mizoram Aizawl Mizoram university-Aizawl road 23.733083 92.675611 Debris Slide NA
22131:MZ/MAM/84A10/2015/125,22131,MZ/MAM/84A10/2015/125,Mizoram,23.733222,92.557833,"22131 MZ/MAM/84A10/2015/125 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.733222 92.557833 Debris Slide NA"
22132:MZ/AIZ/84A10/2015/189,22132,MZ/AIZ/84A10/2015/189,Mizoram,23.7335,92.674472,"22132 MZ/AIZ/84A10/2015/189 Mizoram Aizawl East of Mizoram university, Mizoram Univ. - Aizawl 23.7335 92.674472 Rock Slide NA"
22133:MZ/AIZ/84A10/2014/05,22133,MZ/AIZ/84A10/2014/05,Mizoram,23.73436,92.75194,22133 MZ/AIZ/84A10/2014/05 Mizoram Aizawl Zemabawk Zemabawk 23.73436 92.75194 Rock Slide 2012
22134:MZ/CHA/84E02/2017/10,22134,MZ/CHA/84E02/2017/10,Mizoram,23.734427,93.08625,22134 MZ/CHA/84E02/2017/10 Mizoram Champhai 5.5 km of saichal 23.734427 93.08625 Rock Slide NA
22135:MZ/AIZ/84A10/2015/208,22135,MZ/AIZ/84A10/2015/208,Mizoram,23.735,92.695111,"22135 MZ/AIZ/84A10/2015/208 Mizoram Aizawl Zonuam Veng, on Mizoram University - Aizawl Rd 23.735 92.695111 Rock Slide NA"
22136:MZ/AIZ/84A10/2015/207,22136,MZ/AIZ/84A10/2015/207,Mizoram,23.735028,92.696028,"22136 MZ/AIZ/84A10/2015/207 Mizoram Aizawl Zonuam Veng, on Mizoram University - Aizawl Rd 23.735028 92.696028 Rock Slide NA"
22137:MZ/AIZ/84A14/2015/77,22137,MZ/AIZ/84A14/2015/77,Mizoram,23.735086,92.829525,"22137 MZ/AIZ/84A14/2015/77 Mizoram Aizawl About 1km along bamboo link road, on the foot slope of Sherbawk tlang 23.735086 92.829525 Rock Slide NA"
22138:MZ/MAM/84A10/2015/126,22138,MZ/MAM/84A10/2015/126,Mizoram,23.735833,92.558056,"22138 MZ/MAM/84A10/2015/126 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.735833 92.558056 Debris Slide NA"
22139:MZ/AIZ/84A14/2015/70,22139,MZ/AIZ/84A14/2015/70,Mizoram,23.736217,92.796936,"22139 MZ/AIZ/84A14/2015/70 Mizoram Aizawl Airfield veng, Junction of Airfield- Aizawl road 23.736217 92.796936 Debris Subsidence NA"
22140:MZ/AIZ/84A10/2015/214,22140,MZ/AIZ/84A10/2015/214,Mizoram,23.736778,92.694528,"22140 MZ/AIZ/84A10/2015/214 Mizoram Aizawl Govt Complex, Aizawl, Govt Complex - Mizoram university Rd via Zonuam 23.736778 92.694528 Rock Slide NA"
22141:MZ/AIZ/84A10/2015/224,22141,MZ/AIZ/84A10/2015/224,Mizoram,23.737083,92.703889,"22141 MZ/AIZ/84A10/2015/224 Mizoram Aizawl Rangvamul, Near Mining Check Post, NH-54 Aizawl - Lengpui(Airport) - Silchar 23.737083 92.703889 Rock Slide NA"
22142:MZ/MAM/84A10/2015/127,22142,MZ/MAM/84A10/2015/127,Mizoram,23.737167,92.557167,"22142 MZ/MAM/84A10/2015/127 Mizoram Mamit North of Rulpuihlim, SH-Reiek- Mamit-Aizawl 23.737167 92.557167 Rock Slide NA"
22143:MZ/AIZ/84A10/2015/217,22143,MZ/AIZ/84A10/2015/217,Mizoram,23.739306,92.743111,"22143 MZ/AIZ/84A10/2015/217 Mizoram Aizawl Thuampi Vengthar, Thuampui Vengthar - Chite Lui Rd 23.739306 92.743111 Debris Slide NA"
22144:MZ/AIZ/84A10/2015/206,22144,MZ/AIZ/84A10/2015/206,Mizoram,23.739417,92.699917,"22144 MZ/AIZ/84A10/2015/206 Mizoram Aizawl Zonuam Veng, on Mizoram University - Aizawl Rd 23.739417 92.699917 Rock Slide NA"
22145:MZ/AIZ/84A10/2015/220,22145,MZ/AIZ/84A10/2015/220,Mizoram,23.740028,92.709861,"22145 MZ/AIZ/84A10/2015/220 Mizoram Aizawl Hunthar, NH-54 Aizawl - Lengpui(Airport) - Silchar 23.740028 92.709861 Rock Slide NA"
22146:MZ/AIZ/84A14/2015/99,22146,MZ/AIZ/84A14/2015/99,Mizoram,23.740306,92.965389,"22146 MZ/AIZ/84A14/2015/99 Mizoram Aizawl SE of Dilkhan Village, Saitual- Dilkhan-Phullen Rd 23.740306 92.965389 Debris Slide NA"
22147:MZ/AIZ/84A14/2015/90,22147,MZ/AIZ/84A14/2015/90,Mizoram,23.740417,92.795083,"22147 MZ/AIZ/84A14/2015/90 Mizoram Aizawl Airfield Veng, Near Bamboo link road, NH-54 Aizawl-Seling 23.740417 92.795083 Rock Slide NA"
22148:MZ/AIZ/84A10/2015/216,22148,MZ/AIZ/84A10/2015/216,Mizoram,23.741389,92.739528,"22148 MZ/AIZ/84A10/2015/216 Mizoram Aizawl Thuampui, Kendriya Vidhyalaya Pushpak Aizawl 23.741389 92.739528 Debris Slide NA"
22149:MZ/AIZ/84A10/2015/225,22149,MZ/AIZ/84A10/2015/225,Mizoram,23.741806,92.72525,"22149 MZ/AIZ/84A10/2015/225 Mizoram Aizawl Ramhlun Sports Complex and Ramhlun Vengthar areas, Near Presbyterian Church 23.741806 92.72525 Debris Subsidence NA"
22150:MZ/CHA/84E06/2017/20,22150,MZ/CHA/84E06/2017/20,Mizoram,23.741851,93.377004,22150 MZ/CHA/84E06/2017/20 Mizoram Champhai 12 km N of Hnahlan 23.741851 93.377004 Debris Slide NA
22151:MZ/CHA/84E06/2017/6,22151,MZ/CHA/84E06/2017/6,Mizoram,23.742696,93.378058,22151 MZ/CHA/84E06/2017/6 Mizoram Champhai 13km N of Hnahlan 23.742696 93.378058 Debris Slide NA
22152:MZ/CHA/84E02/2017/21,22152,MZ/CHA/84E02/2017/21,Mizoram,23.742754,93.094558,22152 MZ/CHA/84E02/2017/21 Mizoram Champhai 4km w of Hliappui 23.742754 93.094558 Rock Slide NA
22153:MZ/AIZ/84A10/2015/226,22153,MZ/AIZ/84A10/2015/226,Mizoram,23.742861,92.725389,22153 MZ/AIZ/84A10/2015/226 Mizoram Aizawl Ramhlun Vengthar 23.742861 92.725389 Rock Slide NA
22154:MZ/AIZ/84A10/2015/184,22154,MZ/AIZ/84A10/2015/184,Mizoram,23.743694,92.679028,"22154 MZ/AIZ/84A10/2015/184 Mizoram Aizawl Tanhril near the Spring, Tanhril - Aizawl 23.743694 92.679028 Rock Slide NA"
22155:MZ/AIZ/84A10/2014/01,22155,MZ/AIZ/84A10/2014/01,Mizoram,23.74372,92.72417,22155 MZ/AIZ/84A10/2014/01 Mizoram Aizawl Laiputlang Laiputlang 23.74372 92.72417 Rock cum Debris Slide NA
22156:MZ/AIZ/84A10/2015/185,22156,MZ/AIZ/84A10/2015/185,Mizoram,23.744028,92.698861,"22156 MZ/AIZ/84A10/2015/185 Mizoram Aizawl Northeast of Luangmual, Mizoram Univ. - Aizawl via NH 44A 23.744028 92.698861 Rock Slide NA"
22157:MIZO/AIZ/84A10/2007/E-4,22157,MIZO/AIZ/84A10/2007/E-4,Mizoram,23.744167,92.730472,22157 MIZO/AIZ/84A10/2007/E-4 Mizoram Aizawl Ramhlun Vengther slide 23.744167 92.730472 Rock Slide 2 September and 8 September 2007
22158:MZ/AIZ/84A14/2015/98,22158,MZ/AIZ/84A14/2015/98,Mizoram,23.74425,92.968472,"22158 MZ/AIZ/84A14/2015/98 Mizoram Aizawl 4 km south of Dilkhan village, Saitual-Dilkhan Rd 23.74425 92.968472 Debris Slide NA"
22159:MZ/AIZ/84A10/2015/227,22159,MZ/AIZ/84A10/2015/227,Mizoram,23.744303,92.720114,"22159 MZ/AIZ/84A10/2015/227 Mizoram Aizawl Laiputlang Landslide, Laiputlang 23.744303 92.720114 Rock Slide NA"
22160:MZ/AIZ/84A10/2015/221,22160,MZ/AIZ/84A10/2015/221,Mizoram,23.744972,92.702889,"22160 MZ/AIZ/84A10/2015/221 Mizoram Aizawl Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar 23.744972 92.702889 Rock Slide NA"
22161:MZ/AIZ/84A10/2015/187,22161,MZ/AIZ/84A10/2015/187,Mizoram,23.745083,92.6955,"22161 MZ/AIZ/84A10/2015/187 Mizoram Aizawl Luangmual, Mizoram Univ. - Aizawl via NH 44A 23.745083 92.6955 Debris Slide NA"
22162:MZ/AIZ/84A10/2015/188,22162,MZ/AIZ/84A10/2015/188,Mizoram,23.745444,92.749556,"22162 MZ/AIZ/84A10/2015/188 Mizoram Aizawl Luangmual Near Power Station, Mizoram Univ. - Aizawl 23.745444 92.749556 Rock Slide NA"
22163:MZ/AIZ/84A10/2015/186,22163,MZ/AIZ/84A10/2015/186,Mizoram,23.745639,92.694361,"22163 MZ/AIZ/84A10/2015/186 Mizoram Aizawl Luangmual, Mizoram Univ. - Aizawl via NH 44A 23.745639 92.694361 Rock Slide NA"
22164:MZ/AIZ/84A10/2015/222,22164,MZ/AIZ/84A10/2015/222,Mizoram,23.746722,92.695972,"22164 MZ/AIZ/84A10/2015/222 Mizoram Aizawl Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar 23.746722 92.695972 Debris Slide NA"
22165:MZ/CHA/84E06/2017/22,22165,MZ/CHA/84E06/2017/22,Mizoram,23.746832,93.377656,22165 MZ/CHA/84E06/2017/22 Mizoram Champhai 14km N of Hnahlan 23.746832 93.377656 Rock Slide NA
22166:MZ/CHA/84E06/2017/12,22166,MZ/CHA/84E06/2017/12,Mizoram,23.747111,93.378258,22166 MZ/CHA/84E06/2017/12 Mizoram Champhai 15kmN of Hnahlan 23.747111 93.378258 Debris Slide NA
22167:MZ/AIZ/84A10/2015/223,22167,MZ/AIZ/84A10/2015/223,Mizoram,23.747444,92.696194,"22167 MZ/AIZ/84A10/2015/223 Mizoram Aizawl Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar 23.747444 92.696194 Rock Slide NA"
22168:MZ/CHA/84E06/2017/29,22168,MZ/CHA/84E06/2017/29,Mizoram,23.747943,93.374597,22168 MZ/CHA/84E06/2017/29 Mizoram Champhai 11 km N of Hnahlan 23.747943 93.374597 Debris Slide NA
22169:MZ/AIZ/84A10/2015/116,22169,MZ/AIZ/84A10/2015/116,Mizoram,23.749722,92.693781,"22169 MZ/AIZ/84A10/2015/116 Mizoram Aizawl Rangvamul Landslide, Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar 23.749722 92.693781 Rock Slide NA"
22170:MZ/CHA/84E02/2017/0121,22170,MZ/CHA/84E02/2017/0121,Mizoram,23.749805,93.099227,22170 MZ/CHA/84E02/2017/0121 Mizoram Champhai Towards Saichal from hliappui 23.749805 93.099227 Rock Slide NA
22171:MZ/CHA/84E01/2017/7,22171,MZ/CHA/84E01/2017/7,Mizoram,23.750139,93.098167,22171 MZ/CHA/84E01/2017/7 Mizoram Champhai HliappuiChangzawl section 23.750139 93.098167 Rock Slide NA
22172:MIZ/AIZ/84A09/2016/76,22172,MIZ/AIZ/84A09/2016/76,Mizoram,23.750454,92.69524,22172 MIZ/AIZ/84A09/2016/76 Mizoram Aizawl Rangamval Landslide Rangamval 23.750454 92.69524 Rock Slide 2014
22173:MIZ/AIZ/84A09/2016/80,22173,MIZ/AIZ/84A09/2016/80,Mizoram,23.750676,92.679635,22173 MIZ/AIZ/84A09/2016/80 Mizoram Aizawl Phungchawng section 23.750676 92.679635 Debris Slide 2016
22174:MIZO/AIZ/84A10/2007/E-2,22174,MIZO/AIZ/84A10/2007/E-2,Mizoram,23.750722,92.744,22174 MIZO/AIZ/84A10/2007/E-2 Mizoram Aizawl Zuangtui slide 23.750722 92.744 Debris Slide 08 Septemebr 2007
22175:MIZ/MAM/84A09/2016/127,22175,MIZ/MAM/84A09/2016/127,Mizoram,23.751155,92.571589,22175 MIZ/MAM/84A09/2016/127 Mizoram Mamit 23.751155 92.571589 Debris Slide 2016
22176:MIZ/LU/84B/13/2018/001,22176,MIZ/LU/84B/13/2018/001,Mizoram,23.751528,91.604533,"22176 MIZ/LU/84B/13/2018/001 Mizoram Lunglei Lunglawn landslide LunglawnVeng, SE of Lunglei town. 23.751528 91.604533 Debris Slide 4 June 2018 at 18:30 hrs."
22177:MIZO/AIZ/84A10/2007/E-3,22177,MIZO/AIZ/84A10/2007/E-3,Mizoram,23.751694,92.731528,22177 MIZO/AIZ/84A10/2007/E-3 Mizoram Aizawl Bawng Venglai slide 23.751694 92.731528 Debris Slide 8 September 2007
22178:MZ/CHA/84E05/2017/5,22178,MZ/CHA/84E05/2017/5,Mizoram,23.753222,93.377281,22178 MZ/CHA/84E05/2017/5 Mizoram Champhai HnahlanVaikhawtlang section 23.753222 93.377281 Rock Slide NA
22179:MIZ/AIZ/84A09/2016/79,22179,MIZ/AIZ/84A09/2016/79,Mizoram,23.753417,92.687556,22179 MIZ/AIZ/84A09/2016/79 Mizoram Aizawl Rangamval section 23.753417 92.687556 Rock Slide 2016
22180:MIZ/AIZ/84A09/2016/78,22180,MIZ/AIZ/84A09/2016/78,Mizoram,23.754359,92.690207,"22180 MIZ/AIZ/84A09/2016/78 Mizoram Aizawl Gate for Mizoram Truck Owners' Association, 57 km Khawnpui milestone 23.754359 92.690207 Debris Slide 2016"
22181:MIZ/AIZ/84A09/2016/61,22181,MIZ/AIZ/84A09/2016/61,Mizoram,23.754475,92.722754,22181 MIZ/AIZ/84A09/2016/61 Mizoram Aizawl Aizawl-Sairang road 23.754475 92.722754 Debris Slide 2016
22182:MIZ/AIZ/84A09/2016/77,22182,MIZ/AIZ/84A09/2016/77,Mizoram,23.754493,92.690145,"22182 MIZ/AIZ/84A09/2016/77 Mizoram Aizawl Gate for Mizoram Truck Owners' Association, 57 km Khawnpui milestone 23.754493 92.690145 Rock Slide 2016"
22183:MIZ/MAM/84A09/2016/128,22183,MIZ/MAM/84A09/2016/128,Mizoram,23.757805,92.561473,22183 MIZ/MAM/84A09/2016/128 Mizoram Mamit 23.757805 92.561473 Debris Slide 2016
22184:MIZ/AIZ/84A13/2016/46,22184,MIZ/AIZ/84A13/2016/46,Mizoram,23.760222,92.848167,22184 MIZ/AIZ/84A13/2016/46 Mizoram Aizawl ~700 m N of Sesawng 23.760222 92.848167 Rock Fall NA
22185:MIZ/MAM/84A09/2016/124,22185,MIZ/MAM/84A09/2016/124,Mizoram,23.761734,92.573908,22185 MIZ/MAM/84A09/2016/124 Mizoram Mamit 23.761734 92.573908 Debris Slide 2016
22186:MIZ/AIZ/84A13/2016/48,22186,MIZ/AIZ/84A13/2016/48,Mizoram,23.762482,92.742799,22186 MIZ/AIZ/84A13/2016/48 Mizoram Aizawl Muanna Veng/ Ramlun Thlangmual 23.762482 92.742799 Rock Slide NA
22187:MIZ/AIZ/84A10/2016/102,22187,MIZ/AIZ/84A10/2016/102,Mizoram,23.767139,92.533889,"22187 MIZ/AIZ/84A10/2016/102 Mizoram Mamit Rawpuichhip-Mamit road, NH 44A 23.767139 92.533889 Rock Slide 2016"
22188:MIZ/AIZ/84A10/2016/103,22188,MIZ/AIZ/84A10/2016/103,Mizoram,23.767139,92.533889,"22188 MIZ/AIZ/84A10/2016/103 Mizoram Mamit Rawpuichhip-Mamit road, NH 44A 23.767139 92.533889 Rock Fall 2016"
